product_id,product_name,price,description,brand,category,quantity,rating,availability,image_url
11,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,952.02,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",Gevee,sports,306,1.4,false,https://cyberchimps.com/accumsan/felis.aspx?in=nisi&imperdiet=volutpat&et=eleifend&commodo=donec&vulputate=ut&justo=dolor&in=morbi&blandit=vel&ultrices=lectus&enim=in&lorem=quam&ipsum=fringilla&dolor=rhoncus&sit=mauris&amet=enim&consectetuer=leo&adipiscing=rhoncus&elit=sed&proin=vestibulum&interdum=sit&mauris=amet&non=cursus&ligula=id&pellentesque=turpis&ultrices=integer&phasellus=aliquet&id=massa&sapien=id&in=lobortis&sapien=convallis&iaculis=tortor&congue=risus&vivamus=dapibus&metus=augue&arcu=vel&adipiscing=accumsan&molestie=tellus&hendrerit=nisi&at=eu&vulputate=orci&vitae=mauris&nisl=lacinia&aenean=sapien&lectus=quis&pellentesque=libero&eget=nullam&nunc=sit&donec=amet&quis=turpis&orci=elementum&eget=ligula&orci=vehicula&vehicula=consequat&condimentum=morbi&curabitur=a&in=ipsum&libero=integer&ut=a&massa=nibh&volutpat=in&convallis=quis&morbi=justo&odio=maecenas&odio=rhoncus&elementum=aliquam&eu=lacus&interdum=morbi&eu=quis
12,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,491.11,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",Oloo,beauty,880,3.5,true,http://mac.com/sed/vestibulum/sit/amet/cursus/id/turpis.html?vulputate=mus
13,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,154.17,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",Vimbo,sports,39,4.4,true,http://uol.com.br/vestibulum/sit/amet/cursus.json?semper=platea&porta=dictumst&volutpat=maecenas&quam=ut&pede=massa&lobortis=quis&ligula=augue&sit=luctus&amet=tincidunt&eleifend=nulla&pede=mollis&libero=molestie&quis=lorem&orci=quisque&nullam=ut&molestie=erat&nibh=curabitur&in=gravida&lectus=nisi&pellentesque=at&at=nibh&nulla=in&suspendisse=hac&potenti=habitasse&cras=platea&in=dictumst&purus=aliquam&eu=augue&magna=quam&vulputate=sollicitudin&luctus=vitae&cum=consectetuer&sociis=eget&natoque=rutrum&penatibus=at&et=lorem&magnis=integer&dis=tincidunt&parturient=ante
14,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,301.83,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",Kwideo,clothing,127,2.9,true,https://earthlink.net/luctus/ultricies/eu.aspx?aliquam=mauris&convallis=sit&nunc=amet&proin=eros&at=suspendisse&turpis=accumsan&a=tortor&pede=quis&posuere=turpis&nonummy=sed&integer=ante&non=vivamus&velit=tortor&donec=duis&diam=mattis&neque=egestas&vestibulum=metus&eget=aenean&vulputate=fermentum&ut=donec&ultrices=ut&vel=mauris&augue=eget&vestibulum=massa&ante=tempor&ipsum=convallis&primis=nulla&in=neque&faucibus=libero&orci=convallis&luctus=eget&et=eleifend&ultrices=luctus&posuere=ultricies&cubilia=eu&curae=nibh&donec=quisque&pharetra=id&magna=justo&vestibulum=sit&aliquet=amet&ultrices=sapien&erat=dignissim&tortor=vestibulum&sollicitudin=vestibulum&mi=ante&sit=ipsum&amet=primis&lobortis=in&sapien=faucibus&sapien=orci&non=luctus&mi=et&integer=ultrices&ac=posuere&neque=cubilia&duis=curae&bibendum=nulla&morbi=dapibus&non=dolor&quam=vel&nec=est&dui=donec&luctus=odio&rutrum=justo&nulla=sollicitudin&tellus=ut&in=suscipit&sagittis=a&dui=feugiat
15,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,124.17,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Babbleopia,home,499,1.0,true,http://jiathis.com/vehicula/condimentum/curabitur.jsp?vitae=nunc&ipsum=donec&aliquam=quis&non=orci&mauris=eget&morbi=orci&non=vehicula&lectus=condimentum&aliquam=curabitur&sit=in&amet=libero&diam=ut&in=massa&magna=volutpat&bibendum=convallis&imperdiet=morbi&nullam=odio&orci=odio&pede=elementum&venenatis=eu&non=interdum&sodales=eu&sed=tincidunt&tincidunt=in&eu=leo&felis=maecenas&fusce=pulvinar&posuere=lobortis&felis=est&sed=phasellus&lacus=sit&morbi=amet&sem=erat&mauris=nulla&laoreet=tempus&ut=vivamus&rhoncus=in&aliquet=felis&pulvinar=eu&sed=sapien&nisl=cursus&nunc=vestibulum&rhoncus=proin&dui=eu&vel=mi&sem=nulla&sed=ac&sagittis=enim&nam=in&congue=tempor&risus=turpis&semper=nec&porta=euismod&volutpat=scelerisque&quam=quam&pede=turpis&lobortis=adipiscing&ligula=lorem&sit=vitae&amet=mattis&eleifend=nibh&pede=ligula&libero=nec&quis=sem&orci=duis&nullam=aliquam&molestie=convallis&nibh=nunc&in=proin&lectus=at&pellentesque=turpis&at=a&nulla=pede
16,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,783.22,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Zoomzone,clothing,622,1.2,false,https://washington.edu/hac/habitasse/platea/dictumst/maecenas.jpg?ac=ut&neque=rhoncus&duis=aliquet&bibendum=pulvinar&morbi=sed&non=nisl&quam=nunc&nec=rhoncus&dui=dui&luctus=vel&rutrum=sem&nulla=sed&tellus=sagittis&in=nam&sagittis=congue&dui=risus&vel=semper&nisl=porta&duis=volutpat&ac=quam&nibh=pede&fusce=lobortis&lacus=ligula&purus=sit&aliquet=amet&at=eleifend&feugiat=pede&non=libero&pretium=quis&quis=orci&lectus=nullam&suspendisse=molestie&potenti=nibh&in=in&eleifend=lectus&quam=pellentesque&a=at&odio=nulla&in=suspendisse&hac=potenti&habitasse=cras&platea=in&dictumst=purus&maecenas=eu
17,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,637.76,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",Dazzlesphere,clothing,857,1.7,false,https://pinterest.com/blandit/mi/in/porttitor/pede/justo/eu.html?ac=erat&neque=id&duis=mauris&bibendum=vulputate&morbi=elementum&non=nullam&quam=varius&nec=nulla&dui=facilisi&luctus=cras&rutrum=non&nulla=velit&tellus=nec&in=nisi&sagittis=vulputate&dui=nonummy&vel=maecenas&nisl=tincidunt&duis=lacus&ac=at&nibh=velit&fusce=vivamus&lacus=vel&purus=nulla&aliquet=eget&at=eros&feugiat=elementum&non=pellentesque&pretium=quisque&quis=porta&lectus=volutpat&suspendisse=erat&potenti=quisque&in=erat&eleifend=eros&quam=viverra&a=eget&odio=congue&in=eget&hac=semper&habitasse=rutrum&platea=nulla&dictumst=nunc&maecenas=purus&ut=phasellus&massa=in&quis=felis&augue=donec&luctus=semper&tincidunt=sapien&nulla=a&mollis=libero&molestie=nam&lorem=dui
18,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,145.98,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",Skipfire,clothing,301,1.9,true,https://cisco.com/integer/ac/leo.json?vel=felis&sem=donec&sed=semper&sagittis=sapien&nam=a&congue=libero&risus=nam&semper=dui&porta=proin&volutpat=leo&quam=odio
19,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,333.95,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",Meejo,beauty,134,1.3,true,http://imageshack.us/turpis/a/pede/posuere/nonummy/integer/non.xml?nam=facilisi&nulla=cras&integer=non&pede=velit&justo=nec&lacinia=nisi&eget=vulputate&tincidunt=nonummy&eget=maecenas
20,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,441.65,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",Vipe,beauty,167,4.8,true,http://multiply.com/velit/eu/est/congue/elementum.html?nascetur=vulputate&ridiculus=justo&mus=in&vivamus=blandit&vestibulum=ultrices&sagittis=enim&sapien=lorem&cum=ipsum&sociis=dolor&natoque=sit&penatibus=amet&et=consectetuer&magnis=adipiscing&dis=elit&parturient=proin&montes=interdum&nascetur=mauris
21,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,106.99,Fusce posuere felis sed lacus.,Plambee,home,611,3.6,true,https://cdbaby.com/posuere/cubilia/curae/mauris/viverra.jsp?bibendum=tortor&morbi=id&non=nulla&quam=ultrices&nec=aliquet&dui=maecenas&luctus=leo&rutrum=odio&nulla=condimentum&tellus=id&in=luctus&sagittis=nec&dui=molestie&vel=sed&nisl=justo&duis=pellentesque&ac=viverra
22,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,250.67,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Voonder,clothing,165,4.4,false,https://nature.com/nisl/ut/volutpat/sapien/arcu/sed/augue.xml?nullam=sapien&sit=non&amet=mi&turpis=integer
23,leo rhoncus sed vestibulum sit amet cursus id turpis integer,303.39,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",Yodoo,electronics,696,3.5,true,https://topsy.com/sollicitudin/vitae/consectetuer/eget/rutrum/at/lorem.xml?lorem=ut&id=suscipit&ligula=a&suspendisse=feugiat&ornare=et&consequat=eros&lectus=vestibulum&in=ac&est=est&risus=lacinia&auctor=nisi&sed=venenatis&tristique=tristique&in=fusce&tempus=congue&sit=diam&amet=id&sem=ornare&fusce=imperdiet&consequat=sapien&nulla=urna&nisl=pretium&nunc=nisl&nisl=ut&duis=volutpat&bibendum=sapien&felis=arcu&sed=sed&interdum=augue&venenatis=aliquam&turpis=erat&enim=volutpat&blandit=in&mi=congue&in=etiam&porttitor=justo&pede=etiam&justo=pretium&eu=iaculis&massa=justo&donec=in&dapibus=hac&duis=habitasse&at=platea&velit=dictumst&eu=etiam&est=faucibus&congue=cursus&elementum=urna&in=ut&hac=tellus&habitasse=nulla&platea=ut&dictumst=erat&morbi=id&vestibulum=mauris&velit=vulputate&id=elementum&pretium=nullam&iaculis=varius&diam=nulla&erat=facilisi&fermentum=cras&justo=non&nec=velit&condimentum=nec&neque=nisi&sapien=vulputate&placerat=nonummy&ante=maecenas&nulla=tincidunt&justo=lacus&aliquam=at&quis=velit&turpis=vivamus
24,vel est donec odio justo sollicitudin ut suscipit a feugiat,651.14,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",Ozu,beauty,286,1.8,false,https://multiply.com/malesuada/in/imperdiet/et/commodo/vulputate.jsp?eu=nisi&felis=volutpat&fusce=eleifend&posuere=donec&felis=ut&sed=dolor&lacus=morbi&morbi=vel&sem=lectus&mauris=in&laoreet=quam&ut=fringilla&rhoncus=rhoncus&aliquet=mauris&pulvinar=enim&sed=leo&nisl=rhoncus&nunc=sed&rhoncus=vestibulum&dui=sit&vel=amet&sem=cursus&sed=id&sagittis=turpis&nam=integer&congue=aliquet&risus=massa&semper=id&porta=lobortis&volutpat=convallis&quam=tortor&pede=risus&lobortis=dapibus&ligula=augue&sit=vel&amet=accumsan&eleifend=tellus&pede=nisi&libero=eu&quis=orci&orci=mauris&nullam=lacinia&molestie=sapien&nibh=quis&in=libero&lectus=nullam&pellentesque=sit&at=amet&nulla=turpis&suspendisse=elementum&potenti=ligula&cras=vehicula&in=consequat&purus=morbi&eu=a&magna=ipsum&vulputate=integer&luctus=a&cum=nibh&sociis=in&natoque=quis&penatibus=justo&et=maecenas&magnis=rhoncus&dis=aliquam&parturient=lacus&montes=morbi&nascetur=quis&ridiculus=tortor&mus=id&vivamus=nulla&vestibulum=ultrices&sagittis=aliquet&sapien=maecenas&cum=leo&sociis=odio&natoque=condimentum&penatibus=id&et=luctus&magnis=nec&dis=molestie&parturient=sed&montes=justo&nascetur=pellentesque&ridiculus=viverra&mus=pede&etiam=ac&vel=diam&augue=cras&vestibulum=pellentesque&rutrum=volutpat&rutrum=dui&neque=maecenas&aenean=tristique&auctor=est&gravida=et&sem=tempus
25,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,476.37,Etiam vel augue.,Yozio,beauty,61,2.0,true,http://patch.com/nec/euismod.png?augue=nulla
26,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,939.9,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Kwilith,sports,577,2.3,false,http://msu.edu/vel/dapibus/at/diam/nam/tristique.js?vestibulum=est&rutrum=quam&rutrum=pharetra&neque=magna&aenean=ac&auctor=consequat&gravida=metus&sem=sapien&praesent=ut&id=nunc&massa=vestibulum&id=ante&nisl=ipsum&venenatis=primis&lacinia=in&aenean=faucibus&sit=orci&amet=luctus&justo=et&morbi=ultrices&ut=posuere&odio=cubilia&cras=curae&mi=mauris&pede=viverra&malesuada=diam&in=vitae&imperdiet=quam&et=suspendisse&commodo=potenti&vulputate=nullam&justo=porttitor&in=lacus&blandit=at&ultrices=turpis&enim=donec&lorem=posuere&ipsum=metus&dolor=vitae&sit=ipsum&amet=aliquam&consectetuer=non&adipiscing=mauris&elit=morbi&proin=non&interdum=lectus&mauris=aliquam&non=sit&ligula=amet&pellentesque=diam&ultrices=in&phasellus=magna&id=bibendum&sapien=imperdiet&in=nullam&sapien=orci&iaculis=pede&congue=venenatis&vivamus=non&metus=sodales&arcu=sed&adipiscing=tincidunt&molestie=eu
